# Format:
#   Sub Package: 0. normal 1. subpkg
#   Url Type: 1. github 2. google 3. bitbucket 4. sogou 5. tragtor 6. youdao
#     7. opera 8. pacman 9. apt 10. nginx 11. ccal 12. sandbox 14. wps
#     20. qt-installer-freamwork 21. pycharm 22. nvidia
#   Name, Url, Branch, RPM Commit, RPM Update Time, Others

0,1,lantern,https://github.com/getlantern/lantern,valencia,65615be,160416,golang-github-getlantern-lantern-2.2.0-1.git65615be.fc23.src.rpm

0,1,FeelUOwn,https://github.com/cosven/FeelUOwn,master,8ccb1fe,160522,feeluown-9.2-0.1.git8ccb1fe.fc24.src.rpm
0,1,osdlyrics,https://github.com/PedroHLC/osdlyrics,legacy-dev,33f67b4,151214,osdlyrics-0.4.3-1.git33f67b4.fc23.src.rpm
0,1,wechat,https://github.com/geeeeeeeeek/electronic-wechat,master,5058348,160519,wechat-1.3.0-1.git5058348.fc24.src.rpm
0,1,n1,https://github.com/nylas/N1,master,85cf726,160520,n1-0.4.40-1.git85cf726.fc24.src.rpm
0,1,rocketchat,https://github.com/RocketChat/Rocket.Chat.Electron,develop,7f7fc7c,160513,rocketchat-2.3.2-1.git7f7fc7c.fc24.src.rpm

0,1,lighttable,https://github.com/LightTable/LightTable,master,53a90be,160122,lighttable-0.8.1-3.fc24.src.rpm
1,1,leiningen,https://github.com/technomancy/leiningen,master,f9a464e,160209,leiningen-2.6.1-1.fc23.src.rpm

0,22,nvidia-kmod,http://download.nvidia.com/XFree86/Linux-x86_64,None,None,160406

0,1,sway,https://github.com/SirCmpwn/sway,master,d5c004f,160521,sway-0.7-1.fc24.src.rpm
1,1,wlc,https://github.com/Cloudef/wlc,master,02106e6,160523,wlc-0.0.3-1.fc24.src.rpm

0,1,gnome-mpv,https://github.com/gnome-mpv/gnome-mpv,master,0941e34,160518,gnome-mpv-0.9-1.fc24.src.rpm
1,1,mpv,https://github.com/mpv-player/mpv,master,0536841,160412,mpv-0.17.0-2.fc24.src.rpm
0,1,deadbeef,https://github.com/Alexey-Yakovenko/deadbeef,master,3762995,160425,deadbeef-0.7.2-3.fc24.src.rpm
0,1,fdk-aac,https://github.com/mstorsjo/fdk-aac,master,83ac4a9,150311,fdk-aac-0.1.4-2.fc24.src.rpm
0,1,gpac,https://github.com/gpac/gpac,master,72d766c,160305,gpac-0.6.1-2.fc24.src.rpm

0,1,netdata,https://github.com/firehol/netdata,master,bb4aa94,160517,netdata-1.2.0-1.fc24.src.rpm

# Wait
#0,1,deepin-translator,https://github.com/linuxdeepin/deepin-translator,master,1234567,141231
#1,1,python-pyocr,https://github.com/jflesch/pyocr,master,1234567,150113
#1,2,python-tesseract,http://python-tesseract.googlecode.com/,None,None,150113

#0,1,douban.fm,https://github.com/turingou/douban.fm,master,1234567,141108
#0,1,guake,https://github.com/Guake/guake,master,1234567,150114

#0,1,pidgin-lwqq,https://github.com/xiehuc/pidgin-lwqq,dev,1234567,150202
#1,1,lwqq,https://github.com/xiehuc/lwqq,dev,1234567,150202
#1,1,pidgin-sendscreenshot,https://github.com/oglops/pidgin-sendscreenshot,dev,1234567,140724
#0,2,pidgin-openfetion,https://code.google.com/p/ofetion,None,None,140724
#1,2,libofetion,https://code.google.com/p/ofetion,None,None,140724

# Remove
#0,1,openyoudao,https://github.com/justzx2011/openyoudao,master,1234567,141113
#1,2,pywebkitgtk,http://code.google.com/p/pywebkitgtk,None,None,google,el7
#0,1,mvgather,https://github.com/xsjqqq123/MvGather,master,1234567,150105
#0,1,gouyong,https://github.com/jiffies/GouYong,master,1234567,140922
#0,1,hoststool,https://github.com/huhamhire/huhamhire-hosts,master,1234567,141230

#0,1,docker,https://github.com/docker/docker,master,1234567,20150303
#0,1,goagent,https://github.com/goagent/goagent,master,1234567,20150101
#0,1,monkey-videos,https://github.com/LiuLang/monkey-videos,master,1234567,20141205
#0,1,vmware,https://my.vmware.com/web/vmware/info/slug/desktop_end_user_computing/vmware_workstation/11_0,https://my.vmware.com,None,None,20150217
#0,1,chameleon,http://forge.voodooprojects.org/p/chameleon/timeline/commits,None,None,20150126
#0,1,fakesmc,http://hwsensors.com/releases,None,None,20150101,Binaries.dmg,6.14.1364

